date,campaign_id,channel,keyword,audience,bid_strategy,bid_spend,quality_score,landing_page_performance
2026-01-12,CAMP_GGL_BRAND_01,Google Ads,best trading platform,KYC Dropoff,Maximize Conversions,1905.73,3.4,0.749
2026-01-12,CAMP_GGL_BRAND_01,Google Ads,stock trading app,KYC Dropoff,Maximize Conversions,903.71,8.5,0.621
2026-01-12,CAMP_GGL_GEN_02,Google Ads,mutual funds app,KYC Dropoff,Maximize Conversions,1189.13,4.1,0.584
2026-01-12,CAMP_GGL_GEN_02,Google Ads,mutual funds app,Brand Searchers,Target CPA,3445.09,3.1,0.354
2026-01-12,CAMP_GGL_GEN_02,Google Ads,mutual funds app,Brand Searchers,Target CPA,2673.99,8.7,0.737
2026-01-12,CAMP_GGL_DG_03,Google Ads,zero brokerage,High Intent Traders,Target ROAS,898.79,4.3,0.207
2026-01-12,CAMP_GGL_DG_03,Google Ads,mutual funds app,App Installers,Maximize Conversions,1137.63,5.6,0.205
2026-01-12,CAMP_GGL_UAC_04,Google Ads,intraday app,High Intent Traders,Target ROAS,2989.05,8.7,0.744
2026-01-12,CAMP_GGL_UAC_04,Google Ads,zero brokerage,App Installers,Target ROAS,2123.02,6.9,0.698
2026-01-12,CAMP_GGL_UAC_04,Google Ads,intraday app,Brand Searchers,Maximize Conversions,2728.27,9.2,0.485
2026-01-12,CAMP_META_AWR_05,Meta (FB/IG),options traders,Video Engagers,Highest Volume,1532.55,4.7,0.269
2026-01-12,CAMP_META_AWR_05,Meta (FB/IG),digilocker pending,Video Engagers,Highest Volume,3009.36,7.2,0.41
2026-01-12,CAMP_META_AWR_05,Meta (FB/IG),trading beginners,Retarget 30D,Highest Volume,3001.34,5.2,0.244
2026-01-12,CAMP_META_LG_06,Meta (FB/IG),trading beginners,Finance Interests,Cost Cap,1110.37,3.7,0.767
2026-01-12,CAMP_META_LG_06,Meta (FB/IG),pan kyc completion,Retarget 30D,Highest Volume,1146.07,9.6,0.775
2026-01-12,CAMP_META_LG_06,Meta (FB/IG),options traders,Lookalike 2%,Highest Volume,2909.56,5.5,0.446
2026-01-12,CAMP_META_LG_06,Meta (FB/IG),options traders,Lookalike 2%,Cost Cap,1203.93,4.4,0.248
2026-01-12,CAMP_META_RM_07,Meta (FB/IG),digilocker pending,Video Engagers,Bid Cap,2881.46,9.1,0.749
2026-01-12,CAMP_META_RM_07,Meta (FB/IG),digilocker pending,Lookalike 2%,Highest Volume,2928.50,6.5,0.489
2026-01-12,CAMP_META_RM_07,Meta (FB/IG),pan kyc completion,Finance Interests,Bid Cap,2368.70,9.7,0.751
2026-01-12,CAMP_META_RM_07,Meta (FB/IG),digilocker pending,Lookalike 2%,Cost Cap,2669.85,8.2,0.576
2026-01-12,CAMP_LI_B2B_08,LinkedIn Ads,partner onboarding,Finance Managers,Target Cost,546.93,5.5,0.477
2026-01-13,CAMP_GGL_BRAND_01,Google Ads,mutual funds app,High Intent Traders,Target ROAS,1847.63,5.0,0.384
2026-01-13,CAMP_GGL_BRAND_01,Google Ads,mutual funds app,KYC Dropoff,Target CPA,988.50,3.2,0.714
2026-01-13,CAMP_GGL_BRAND_01,Google Ads,zero brokerage,Brand Searchers,Target CPA,1914.84,6.0,0.6
2026-01-13,CAMP_GGL_BRAND_01,Google Ads,open demat account,App Installers,Maximize Conversions,3142.58,5.9,0.365
2026-01-13,CAMP_GGL_GEN_02,Google Ads,zero brokerage,High Intent Traders,Maximize Conversions,2742.07,4.0,0.228
2026-01-13,CAMP_GGL_GEN_02,Google Ads,zero brokerage,KYC Dropoff,Maximize Conversions,2819.05,3.8,0.573
2026-01-13,CAMP_GGL_GEN_02,Google Ads,stock trading app,KYC Dropoff,Target ROAS,1024.23,,0.688
2026-01-13,CAMP_GGL_GEN_02,Google Ads,open demat account,App Installers,Maximize Conversions,3034.78,6.7,0.636
2026-01-13,CAMP_GGL_DG_03,Google Ads,mutual funds app,Brand Searchers,Maximize Conversions,2218.25,4.8,0.575
2026-01-13,CAMP_GGL_DG_03,Google Ads,stock trading app,Brand Searchers,Target ROAS,2928.67,8.7,0.383
2026-01-13,CAMP_GGL_DG_03,Google Ads,best trading platform,Brand Searchers,Target CPA,3137.18,3.6,0.491
2026-01-13,CAMP_GGL_UAC_04,Google Ads,zero brokerage,Brand Searchers,Maximize Conversions,2928.27,7.1,0.223
2026-01-13,CAMP_GGL_UAC_04,Google Ads,mutual funds app,High Intent Traders,Target CPA,1701.92,9.3,0.381
2026-01-13,CAMP_GGL_UAC_04,Google Ads,mutual funds app,KYC Dropoff,Target ROAS,1985.01,5.1,0.643
2026-01-13,CAMP_META_AWR_05,Meta (FB/IG),options traders,Finance Interests,Bid Cap,1514.13,6.1,0.287
2026-01-13,CAMP_META_LG_06,Meta (FB/IG),digilocker pending,Finance Interests,Bid Cap,2677.54,5.5,0.417
2026-01-13,CAMP_META_LG_06,Meta (FB/IG),instant form lead,Lookalike 2%,Cost Cap,2445.88,7.3,0.56
2026-01-13,CAMP_META_LG_06,Meta (FB/IG),digilocker pending,Retarget 30D,Highest Volume,2011.42,9.7,0.728
2026-01-13,CAMP_META_LG_06,Meta (FB/IG),pan kyc completion,Finance Interests,Cost Cap,1743.08,6.5,0.342
2026-01-13,CAMP_META_RM_07,Meta (FB/IG),digilocker pending,Retarget 30D,Bid Cap,1919.28,7.4,0.598
2026-01-13,CAMP_META_RM_07,Meta (FB/IG),trading beginners,Video Engagers,Cost Cap,1673.15,7.2,0.274
2026-01-13,CAMP_META_RM_07,Meta (FB/IG),options traders,Finance Interests,Highest Volume,2933.45,6.6,0.743
2026-01-13,CAMP_LI_B2B_08,LinkedIn Ads,wealth education,B2B Partners,Target Cost,1081.47,7.1,0.52
2026-01-14,CAMP_GGL_BRAND_01,Google Ads,zero brokerage,Brand Searchers,Target CPA,945.38,4.3,0.593
2026-01-14,CAMP_GGL_BRAND_01,Google Ads,intraday app,Brand Searchers,Maximize Conversions,1824.62,,0.285
2026-01-14,CAMP_GGL_GEN_02,Google Ads,best trading platform,Brand Searchers,Maximize Conversions,1973.63,6.0,0.648
2026-01-14,CAMP_GGL_DG_03,Google Ads,stock trading app,High Intent Traders,Maximize Conversions,2633.42,4.1,0.426
2026-01-14,CAMP_GGL_DG_03,Google Ads,open demat account,KYC Dropoff,Maximize Conversions,2670.77,8.8,0.666
2026-01-14,CAMP_GGL_DG_03,Google Ads,intraday app,KYC Dropoff,Target CPA,2657.96,6.9,0.585
2026-01-14,CAMP_GGL_DG_03,Google Ads,zero brokerage,Brand Searchers,Maximize Conversions,2297.56,5.9,0.544
2026-01-14,CAMP_GGL_UAC_04,Google Ads,stock trading app,Brand Searchers,Maximize Conversions,895.28,8.9,0.319
2026-01-14,CAMP_GGL_UAC_04,Google Ads,best trading platform,KYC Dropoff,Maximize Conversions,1507.67,7.4,0.303
2026-01-14,CAMP_GGL_UAC_04,Google Ads,stock trading app,High Intent Traders,Target CPA,2182.56,3.2,0.517
2026-01-14,CAMP_META_AWR_05,Meta (FB/IG),options traders,Finance Interests,Cost Cap,2580.49,7.3,0.307
2026-01-14,CAMP_META_AWR_05,Meta (FB/IG),pan kyc completion,Video Engagers,Highest Volume,1324.31,5.1,0.456
2026-01-14,CAMP_META_AWR_05,Meta (FB/IG),digilocker pending,Finance Interests,Bid Cap,1007.25,4.0,0.591
2026-01-14,CAMP_META_AWR_05,Meta (FB/IG),instant form lead,Video Engagers,Bid Cap,2480.68,5.4,0.184
2026-01-14,CAMP_META_LG_06,Meta (FB/IG),pan kyc completion,Lookalike 2%,Cost Cap,1775.60,5.7,0.25
2026-01-14,CAMP_META_RM_07,Meta (FB/IG),digilocker pending,Lookalike 2%,Highest Volume,2857.62,3.3,0.425
2026-01-14,CAMP_META_RM_07,Meta (FB/IG),options traders,Retarget 30D,Bid Cap,1973.90,4.2,0.216
2026-01-14,CAMP_META_RM_07,Meta (FB/IG),options traders,Finance Interests,Cost Cap,2104.40,8.7,0.777
2026-01-14,CAMP_LI_B2B_08,LinkedIn Ads,partner onboarding,Startup Founders,Target Cost,1357.50,7.8,0.464
2026-01-14,CAMP_LI_B2B_08,LinkedIn Ads,partner onboarding,Startup Founders,Target Cost,809.07,9.7,0.773
2026-01-14,CAMP_LI_B2B_08,LinkedIn Ads,partner onboarding,Startup Founders,Target Cost,1213.49,5.1,0.291
2026-01-15,CAMP_GGL_BRAND_01,Google Ads,intraday app,High Intent Traders,Target ROAS,3066.35,8.1,0.237
2026-01-15,CAMP_GGL_BRAND_01,Google Ads,zero brokerage,App Installers,Maximize Conversions,814.56,3.5,0.71
2026-01-15,CAMP_GGL_GEN_02,Google Ads,mutual funds app,Brand Searchers,Target ROAS,2454.20,4.2,0.398
2026-01-15,CAMP_GGL_GEN_02,Google Ads,intraday app,KYC Dropoff,Maximize Conversions,1525.99,8.4,0.683
2026-01-15,CAMP_GGL_GEN_02,Google Ads,open demat account,KYC Dropoff,Maximize Conversions,3383.34,7.5,0.445
2026-01-15,CAMP_GGL_GEN_02,Google Ads,stock trading app,KYC Dropoff,Target CPA,2054.28,6.8,0.388
2026-01-15,CAMP_GGL_DG_03,Google Ads,stock trading app,Brand Searchers,Maximize Conversions,1076.20,4.3,0.195
2026-01-15,CAMP_GGL_DG_03,Google Ads,best trading platform,App Installers,Target CPA,1412.83,7.4,0.416
2026-01-15,CAMP_GGL_UAC_04,Google Ads,intraday app,Brand Searchers,Target ROAS,3308.00,3.5,0.243
2026-01-15,CAMP_GGL_UAC_04,Google Ads,zero brokerage,KYC Dropoff,Maximize Conversions,2467.91,7.9,0.503
2026-01-15,CAMP_GGL_UAC_04,Google Ads,zero brokerage,KYC Dropoff,Target ROAS,2261.06,9.0,0.707
2026-01-15,CAMP_GGL_UAC_04,Google Ads,zero brokerage,High Intent Traders,Target CPA,1443.95,5.5,0.289
2026-01-15,CAMP_META_AWR_05,Meta (FB/IG),pan kyc completion,Video Engagers,Bid Cap,1655.09,5.5,0.227
2026-01-15,CAMP_META_AWR_05,Meta (FB/IG),options traders,Video Engagers,Cost Cap,2492.21,6.7,0.554
2026-01-15,CAMP_META_LG_06,Meta (FB/IG),digilocker pending,Video Engagers,Cost Cap,2987.03,7.1,0.708
2026-01-15,CAMP_META_LG_06,Meta (FB/IG),trading beginners,Video Engagers,Cost Cap,1354.57,4.1,0.424
2026-01-15,CAMP_META_RM_07,Meta (FB/IG),pan kyc completion,Finance Interests,Highest Volume,780.39,4.7,0.483
2026-01-15,CAMP_META_RM_07,Meta (FB/IG),pan kyc completion,Lookalike 2%,Highest Volume,1733.77,7.5,0.421
2026-01-15,CAMP_LI_B2B_08,LinkedIn Ads,employee wealth plan,B2B Partners,Target Cost,610.78,8.1,0.266
2026-01-15,CAMP_LI_B2B_08,LinkedIn Ads,employee wealth plan,B2B Partners,Maximum Delivery,663.45,4.4,0.68
2026-01-16,CAMP_GGL_BRAND_01,Google Ads,zero brokerage,KYC Dropoff,Maximize Conversions,1807.15,9.4,0.395
2026-01-16,CAMP_GGL_BRAND_01,Google Ads,zero brokerage,KYC Dropoff,Maximize Conversions,1965.70,9.4,0.465
2026-01-16,CAMP_GGL_BRAND_01,Google Ads,stock trading app,KYC Dropoff,Target CPA,1456.50,4.3,0.718
2026-01-16,CAMP_GGL_GEN_02,Google Ads,stock trading app,App Installers,Maximize Conversions,1762.79,4.1,0.544
2026-01-16,CAMP_GGL_DG_03,Google Ads,intraday app,High Intent Traders,Target CPA,1414.56,6.7,0.269
2026-01-16,CAMP_GGL_DG_03,Google Ads,intraday app,KYC Dropoff,Maximize Conversions,1198.83,3.9,0.619
2026-01-16,CAMP_GGL_DG_03,Google Ads,best trading platform,Brand Searchers,Maximize Conversions,1292.19,7.2,0.33
2026-01-16,CAMP_GGL_UAC_04,Google Ads,mutual funds app,Brand Searchers,Maximize Conversions,2690.23,9.3,0.285
2026-01-16,CAMP_GGL_UAC_04,Google Ads,best trading platform,App Installers,Target CPA,1618.71,6.3,0.31
2026-01-16,CAMP_GGL_UAC_04,Google Ads,stock trading app,Brand Searchers,Target CPA,1010.55,4.5,0.648
2026-01-16,CAMP_META_AWR_05,Meta (FB/IG),pan kyc completion,Lookalike 2%,Cost Cap,1663.53,8.1,0.769
2026-01-16,CAMP_META_LG_06,Meta (FB/IG),trading beginners,Lookalike 2%,Bid Cap,2442.17,5.1,0.388
2026-01-16,CAMP_META_LG_06,Meta (FB/IG),digilocker pending,Finance Interests,Bid Cap,706.83,4.6,0.452
2026-01-16,CAMP_META_LG_06,Meta (FB/IG),pan kyc completion,Video Engagers,Cost Cap,2077.96,9.4,0.258
2026-01-16,CAMP_META_RM_07,Meta (FB/IG),digilocker pending,Retarget 30D,Highest Volume,1715.41,6.3,0.605
2026-01-16,CAMP_META_RM_07,Meta (FB/IG),instant form lead,Video Engagers,Bid Cap,1088.68,8.3,0.688
2026-01-16,CAMP_META_RM_07,Meta (FB/IG),digilocker pending,Video Engagers,Bid Cap,2069.78,6.8,0.681
2026-01-16,CAMP_META_RM_07,Meta (FB/IG),trading beginners,Lookalike 2%,Highest Volume,1806.24,8.6,0.222
2026-01-16,CAMP_LI_B2B_08,LinkedIn Ads,wealth education,Finance Managers,Maximum Delivery,1293.12,5.9,0.435
2026-01-16,CAMP_LI_B2B_08,LinkedIn Ads,partner onboarding,B2B Partners,Target Cost,396.13,4.9,0.402
2026-01-16,CAMP_LI_B2B_08,LinkedIn Ads,wealth education,Finance Managers,Maximum Delivery,603.59,3.4,0.672
2026-01-16,CAMP_LI_B2B_08,LinkedIn Ads,corporate finance app,B2B Partners,Maximum Delivery,342.08,8.4,0.223
2026-01-17,CAMP_GGL_BRAND_01,Google Ads,best trading platform,Brand Searchers,Target CPA,2573.75,8.8,0.527
2026-01-17,CAMP_GGL_BRAND_01,Google Ads,open demat account,App Installers,Maximize Conversions,2684.24,5.1,0.312
2026-01-17,CAMP_GGL_BRAND_01,Google Ads,best trading platform,KYC Dropoff,Target CPA,912.78,4.2,0.479
2026-01-17,CAMP_GGL_GEN_02,Google Ads,zero brokerage,KYC Dropoff,Maximize Conversions,1345.68,,0.336
2026-01-17,CAMP_GGL_GEN_02,Google Ads,intraday app,App Installers,Target CPA,850.21,4.0,0.327
2026-01-17,CAMP_GGL_DG_03,Google Ads,zero brokerage,Brand Searchers,Target CPA,1101.38,5.3,0.71
2026-01-17,CAMP_GGL_UAC_04,Google Ads,zero brokerage,App Installers,Target ROAS,3143.04,5.9,0.376
2026-01-17,CAMP_META_AWR_05,Meta (FB/IG),options traders,Lookalike 2%,Bid Cap,901.18,7.2,0.393
2026-01-17,CAMP_META_AWR_05,Meta (FB/IG),options traders,Finance Interests,Highest Volume,1843.48,8.9,0.502
2026-01-17,CAMP_META_LG_06,Meta (FB/IG),options traders,Finance Interests,Bid Cap,1406.29,8.2,0.198
2026-01-17,CAMP_META_LG_06,Meta (FB/IG),digilocker pending,Lookalike 2%,Cost Cap,803.58,,0.706
2026-01-17,CAMP_META_LG_06,Meta (FB/IG),digilocker pending,Finance Interests,Cost Cap,779.49,7.4,0.73
2026-01-17,CAMP_META_RM_07,Meta (FB/IG),options traders,Lookalike 2%,Cost Cap,1784.03,5.1,0.729
2026-01-17,CAMP_META_RM_07,Meta (FB/IG),instant form lead,Retarget 30D,Highest Volume,2907.03,8.4,0.268
2026-01-17,CAMP_META_RM_07,Meta (FB/IG),instant form lead,Video Engagers,Cost Cap,1485.83,3.3,0.414
2026-01-17,CAMP_LI_B2B_08,LinkedIn Ads,wealth education,B2B Partners,Maximum Delivery,1116.11,5.0,0.279
2026-01-17,CAMP_LI_B2B_08,LinkedIn Ads,wealth education,Finance Managers,Maximum Delivery,536.04,4.2,0.436
2026-01-17,CAMP_LI_B2B_08,LinkedIn Ads,employee wealth plan,Startup Founders,Target Cost,666.30,7.0,0.529
2026-01-18,CAMP_GGL_BRAND_01,Google Ads,intraday app,KYC Dropoff,Maximize Conversions,3568.47,7.5,0.607
2026-01-18,CAMP_GGL_GEN_02,Google Ads,best trading platform,KYC Dropoff,Target CPA,869.77,9.7,0.665
2026-01-18,CAMP_GGL_DG_03,Google Ads,best trading platform,High Intent Traders,Target ROAS,909.38,8.2,0.728
2026-01-18,CAMP_GGL_DG_03,Google Ads,stock trading app,High Intent Traders,Target ROAS,1894.03,3.8,0.775
2026-01-18,CAMP_GGL_DG_03,Google Ads,best trading platform,High Intent Traders,Maximize Conversions,1886.12,6.6,0.522
2026-01-18,CAMP_GGL_DG_03,Google Ads,zero brokerage,High Intent Traders,Target CPA,3170.49,9.4,0.587
2026-01-18,CAMP_GGL_UAC_04,Google Ads,mutual funds app,High Intent Traders,Target ROAS,3450.02,7.9,0.769
2026-01-18,CAMP_GGL_UAC_04,Google Ads,intraday app,High Intent Traders,Maximize Conversions,2137.71,6.1,0.347
2026-01-18,CAMP_GGL_UAC_04,Google Ads,stock trading app,Brand Searchers,Maximize Conversions,945.78,9.2,0.33
2026-01-18,CAMP_META_AWR_05,Meta (FB/IG),trading beginners,Lookalike 2%,Cost Cap,1885.38,4.2,0.302
2026-01-18,CAMP_META_AWR_05,Meta (FB/IG),options traders,Retarget 30D,Highest Volume,1495.72,3.9,0.586
2026-01-18,CAMP_META_LG_06,Meta (FB/IG),options traders,Video Engagers,Cost Cap,1576.79,6.6,0.593
2026-01-18,CAMP_META_LG_06,Meta (FB/IG),pan kyc completion,Finance Interests,Bid Cap,2877.09,6.4,0.359
2026-01-18,CAMP_META_LG_06,Meta (FB/IG),pan kyc completion,Retarget 30D,Bid Cap,881.74,8.5,0.647
2026-01-18,CAMP_META_RM_07,Meta (FB/IG),instant form lead,Retarget 30D,Highest Volume,1934.26,3.3,0.733
2026-01-18,CAMP_META_RM_07,Meta (FB/IG),options traders,Lookalike 2%,Cost Cap,1475.50,8.1,0.747
2026-01-18,CAMP_META_RM_07,Meta (FB/IG),options traders,Lookalike 2%,Highest Volume,1193.72,3.9,0.421
2026-01-18,CAMP_LI_B2B_08,LinkedIn Ads,wealth education,Finance Managers,Target Cost,937.62,4.6,0.39
2026-01-18,CAMP_LI_B2B_08,LinkedIn Ads,employee wealth plan,B2B Partners,Maximum Delivery,1357.55,3.4,0.575
2026-01-18,CAMP_LI_B2B_08,LinkedIn Ads,corporate finance app,Startup Founders,Maximum Delivery,940.74,3.2,0.308
2026-01-19,CAMP_GGL_BRAND_01,Google Ads,stock trading app,KYC Dropoff,Target CPA,2424.09,5.9,0.667
2026-01-19,CAMP_GGL_BRAND_01,Google Ads,open demat account,KYC Dropoff,Target CPA,1054.47,8.0,0.616
2026-01-19,CAMP_GGL_BRAND_01,Google Ads,best trading platform,High Intent Traders,Target ROAS,2485.26,5.0,0.74
2026-01-19,CAMP_GGL_BRAND_01,Google Ads,best trading platform,App Installers,Maximize Conversions,2465.34,5.2,0.681
2026-01-19,CAMP_GGL_GEN_02,Google Ads,open demat account,App Installers,Maximize Conversions,955.68,7.4,0.551
2026-01-19,CAMP_GGL_GEN_02,Google Ads,intraday app,High Intent Traders,Target CPA,2756.00,4.2,0.213
2026-01-19,CAMP_GGL_GEN_02,Google Ads,zero brokerage,App Installers,Target ROAS,1894.63,4.1,0.217
2026-01-19,CAMP_GGL_GEN_02,Google Ads,mutual funds app,Brand Searchers,Target CPA,902.91,5.6,0.311
2026-01-19,CAMP_GGL_DG_03,Google Ads,best trading platform,High Intent Traders,Target CPA,11162.02,6.8,0.67
2026-01-19,CAMP_GGL_DG_03,Google Ads,intraday app,KYC Dropoff,Target CPA,2488.67,7.7,0.194
2026-01-19,CAMP_GGL_DG_03,Google Ads,zero brokerage,App Installers,Target ROAS,2453.24,6.7,0.344
2026-01-19,CAMP_GGL_UAC_04,Google Ads,intraday app,KYC Dropoff,Target ROAS,2324.68,8.9,0.724
2026-01-19,CAMP_GGL_UAC_04,Google Ads,mutual funds app,High Intent Traders,Maximize Conversions,2685.90,7.4,0.536
2026-01-19,CAMP_GGL_UAC_04,Google Ads,mutual funds app,App Installers,Maximize Conversions,3085.59,9.6,0.277
2026-01-19,CAMP_GGL_UAC_04,Google Ads,zero brokerage,App Installers,Target ROAS,2834.35,4.7,0.533
2026-01-19,CAMP_META_AWR_05,Meta (FB/IG),options traders,Retarget 30D,Highest Volume,931.91,7.8,0.635
2026-01-19,CAMP_META_AWR_05,Meta (FB/IG),pan kyc completion,Finance Interests,Bid Cap,1682.32,4.5,0.68
2026-01-19,CAMP_META_AWR_05,Meta (FB/IG),instant form lead,Retarget 30D,Highest Volume,2031.88,5.7,0.695
2026-01-19,CAMP_META_LG_06,Meta (FB/IG),trading beginners,Finance Interests,Cost Cap,820.99,4.6,0.329
2026-01-19,CAMP_META_LG_06,Meta (FB/IG),instant form lead,Retarget 30D,Highest Volume,1632.80,7.3,0.365
2026-01-19,CAMP_META_LG_06,Meta (FB/IG),options traders,Retarget 30D,Bid Cap,1212.94,6.3,0.372
2026-01-19,CAMP_META_LG_06,Meta (FB/IG),pan kyc completion,Video Engagers,Highest Volume,1631.03,5.0,0.557
2026-01-19,CAMP_META_RM_07,Meta (FB/IG),trading beginners,Lookalike 2%,Bid Cap,2080.80,9.5,0.724
2026-01-19,CAMP_LI_B2B_08,LinkedIn Ads,partner onboarding,B2B Partners,Target Cost,745.65,6.7,0.226
2026-01-19,CAMP_LI_B2B_08,LinkedIn Ads,corporate finance app,B2B Partners,Maximum Delivery,1235.27,6.1,0.596
2026-01-19,CAMP_LI_B2B_08,LinkedIn Ads,partner onboarding,Startup Founders,Target Cost,793.33,7.4,0.703
2026-01-19,CAMP_LI_B2B_08,LinkedIn Ads,wealth education,B2B Partners,Target Cost,1331.71,7.2,0.518
2026-01-20,CAMP_GGL_BRAND_01,Google Ads,best trading platform,High Intent Traders,Maximize Conversions,1133.22,5.5,0.438
2026-01-20,CAMP_GGL_BRAND_01,Google Ads,mutual funds app,Brand Searchers,Target CPA,2034.01,5.9,0.571
2026-01-20,CAMP_GGL_GEN_02,Google Ads,intraday app,High Intent Traders,Maximize Conversions,3315.07,5.7,0.741
2026-01-20,CAMP_GGL_GEN_02,Google Ads,mutual funds app,App Installers,Target ROAS,1038.22,3.2,0.44
2026-01-20,CAMP_GGL_GEN_02,Google Ads,intraday app,App Installers,Target CPA,874.04,7.6,0.258
2026-01-20,CAMP_GGL_GEN_02,Google Ads,intraday app,KYC Dropoff,Target CPA,1546.39,3.8,0.61
2026-01-20,CAMP_GGL_DG_03,Google Ads,zero brokerage,KYC Dropoff,Target CPA,1324.92,8.5,0.324
2026-01-20,CAMP_GGL_DG_03,Google Ads,stock trading app,Brand Searchers,Target CPA,3324.46,7.7,0.543
2026-01-20,CAMP_GGL_DG_03,Google Ads,stock trading app,KYC Dropoff,Maximize Conversions,2921.93,3.2,0.307
2026-01-20,CAMP_GGL_UAC_04,Google Ads,open demat account,Brand Searchers,Target CPA,3126.06,8.3,0.658
2026-01-20,CAMP_GGL_UAC_04,Google Ads,stock trading app,Brand Searchers,Target ROAS,1456.31,5.9,0.33
2026-01-20,CAMP_META_AWR_05,Meta (FB/IG),trading beginners,Retarget 30D,Bid Cap,9765.23,9.3,0.638
2026-01-20,CAMP_META_AWR_05,Meta (FB/IG),trading beginners,Finance Interests,Bid Cap,2871.77,4.8,0.471
2026-01-20,CAMP_META_AWR_05,Meta (FB/IG),options traders,Finance Interests,Highest Volume,1648.55,7.1,0.475
2026-01-20,CAMP_META_LG_06,Meta (FB/IG),digilocker pending,Finance Interests,Bid Cap,2617.11,7.5,0.232
2026-01-20,CAMP_META_LG_06,Meta (FB/IG),pan kyc completion,Finance Interests,Highest Volume,2205.34,8.4,0.784
2026-01-20,CAMP_META_LG_06,Meta (FB/IG),options traders,Finance Interests,Highest Volume,829.82,6.7,0.429
2026-01-20,CAMP_META_RM_07,Meta (FB/IG),trading beginners,Video Engagers,Highest Volume,2214.14,9.6,0.425
2026-01-20,CAMP_LI_B2B_08,LinkedIn Ads,corporate finance app,Startup Founders,Target Cost,624.84,5.3,0.733
2026-01-20,CAMP_LI_B2B_08,LinkedIn Ads,wealth education,Finance Managers,Target Cost,1324.72,6.8,0.231
2026-01-21,CAMP_GGL_BRAND_01,Google Ads,best trading platform,Brand Searchers,Maximize Conversions,3377.88,7.8,0.546
2026-01-21,CAMP_GGL_BRAND_01,Google Ads,stock trading app,App Installers,Maximize Conversions,1149.57,4.9,0.302
2026-01-21,CAMP_GGL_BRAND_01,Google Ads,mutual funds app,App Installers,Maximize Conversions,2427.57,3.5,0.642
2026-01-21,CAMP_GGL_BRAND_01,Google Ads,intraday app,App Installers,Maximize Conversions,2624.90,6.3,0.669
2026-01-21,CAMP_GGL_GEN_02,Google Ads,intraday app,App Installers,Maximize Conversions,3530.20,3.7,0.457
2026-01-21,CAMP_GGL_DG_03,Google Ads,intraday app,High Intent Traders,Maximize Conversions,963.04,9.7,0.22
2026-01-21,CAMP_GGL_DG_03,Google Ads,best trading platform,App Installers,Maximize Conversions,1977.45,6.7,0.422
2026-01-21,CAMP_GGL_UAC_04,Google Ads,best trading platform,KYC Dropoff,Maximize Conversions,2830.17,9.2,0.454
2026-01-21,CAMP_GGL_UAC_04,Google Ads,zero brokerage,High Intent Traders,Maximize Conversions,2941.29,8.9,0.537
2026-01-21,CAMP_GGL_UAC_04,Google Ads,intraday app,App Installers,Target CPA,2548.28,7.8,0.523
2026-01-21,CAMP_GGL_UAC_04,Google Ads,zero brokerage,App Installers,Target CPA,2864.15,4.7,0.336
2026-01-21,CAMP_META_AWR_05,Meta (FB/IG),digilocker pending,Retarget 30D,Bid Cap,2943.69,7.5,0.785
2026-01-21,CAMP_META_AWR_05,Meta (FB/IG),options traders,Retarget 30D,Highest Volume,753.28,9.0,0.548
2026-01-21,CAMP_META_AWR_05,Meta (FB/IG),trading beginners,Finance Interests,Cost Cap,1469.68,7.6,0.551
2026-01-21,CAMP_META_LG_06,Meta (FB/IG),digilocker pending,Retarget 30D,Highest Volume,1323.69,4.9,0.686
2026-01-21,CAMP_META_LG_06,Meta (FB/IG),pan kyc completion,Retarget 30D,Highest Volume,2739.31,7.1,0.34
2026-01-21,CAMP_META_LG_06,Meta (FB/IG),options traders,Lookalike 2%,Cost Cap,2361.27,4.6,0.632
2026-01-21,CAMP_META_RM_07,Meta (FB/IG),instant form lead,Finance Interests,Bid Cap,2524.00,9.0,0.572
2026-01-21,CAMP_META_RM_07,Meta (FB/IG),pan kyc completion,Video Engagers,Highest Volume,929.44,3.4,0.768
2026-01-21,CAMP_META_RM_07,Meta (FB/IG),pan kyc completion,Video Engagers,Cost Cap,2246.50,6.4,0.382
2026-01-21,CAMP_META_RM_07,Meta (FB/IG),trading beginners,Retarget 30D,Highest Volume,2847.88,8.9,0.485
2026-01-21,CAMP_LI_B2B_08,LinkedIn Ads,corporate finance app,B2B Partners,Maximum Delivery,430.21,7.1,0.552
2026-01-21,CAMP_LI_B2B_08,LinkedIn Ads,wealth education,B2B Partners,Maximum Delivery,1235.28,4.7,0.389
2026-01-22,CAMP_GGL_BRAND_01,Google Ads,zero brokerage,High Intent Traders,Target CPA,2235.84,9.4,0.43
2026-01-22,CAMP_GGL_BRAND_01,Google Ads,zero brokerage,Brand Searchers,Target ROAS,3490.15,6.1,0.211
2026-01-22,CAMP_GGL_BRAND_01,Google Ads,best trading platform,App Installers,Target CPA,1392.99,6.4,0.198
2026-01-22,CAMP_GGL_BRAND_01,Google Ads,best trading platform,Brand Searchers,Target ROAS,1243.04,8.9,0.432
2026-01-22,CAMP_GGL_GEN_02,Google Ads,zero brokerage,KYC Dropoff,Target ROAS,1249.02,4.1,0.641
2026-01-22,CAMP_GGL_GEN_02,Google Ads,stock trading app,High Intent Traders,Target CPA,1453.37,3.7,0.635
